,FULL_NAME,YEAR_START,YEAR_END,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,COLLEGE,PLAYER_ID
1455,Matt Guokas,1967,1976,G-F,6-5,175.0,"February 25, 1944",Saint Joseph's University,76908.0
1457,A.J. Guyton,2001,2003,G,6-1,180.0,"February 12, 1978",Indiana University,2062.0
1458,Rudy Hackett,1976,1977,F,6-9,210.0,"May 10, 1953",Syracuse University,76910.0
1459,Jim Hadnot,1968,1968,C-F,6-10,235.0,"January 15, 1940",Providence College,80268.0
1460,Scott Haffner,1990,1991,G,6-3,180.0,"February 2, 1966",University of Evansville,76911.0
1461,Cliff Hagan,1957,1970,F-G,6-4,210.0,"December 9, 1931",University of Kentucky,76912.0
1462,Glenn Hagan,1982,1982,G,6-0,170.0,"June 25, 1955",St. Bonaventure University,76913.0
1463,Tom Hagan,1970,1971,G,6-3,185.0,"January 29, 1947",Vanderbilt University,80926.0
1465,Al Hairston,1969,1970,G,6-1,170.0,"December 11, 1945",Bowling Green State University,76915.0
1466,Happy Hairston,1965,1975,F,6-7,225.0,"May 31, 1942",New York University,76916.0
1467,Lindsay Hairston,1976,1976,F-C,6-7,180.0,"December 8, 1951",Michigan State University,76917.0
1468,Malik Hairston,2009,2010,G,6-6,220.0,"February 23, 1987",University of Oregon,201612.0
1470,Marcus Haislip,2003,2010,F,6-10,230.0,"December 22, 1980",University of Tennessee,2409.0
1475,Jack Haley,1989,1998,C-F,6-10,240.0,"January 27, 1964","University of California, Los Angeles",917.0
1476,Shaler Halimon,1969,1973,G-F,6-5,199.0,"March 30, 1945",Utah State University,76922.0
1478,Jeff Halliburton,1972,1973,G,6-5,193.0,"July 3, 1949",Drake University,76923.0
1480,Steve Hamer,1997,1997,C,7-0,245.0,"November 13, 1973",University of Tennessee,984.0
1482,Daniel Hamilton,2018,2018,G-F,6-7,195.0,"August 8, 1995",University of Connecticut,1627772.0
1484,Joe Hamilton,1971,1976,G,5-10,160.0,"July 5, 1948",University of North Texas,81194.0
1485,Jordan Hamilton,2012,2016,G-F,6-7,220.0,"October 6, 1990",University of Texas at Austin,202706.0
1486,Justin Hamilton,2014,2017,C,7-0,260.0,"April 1, 1990",Louisiana State University,203120.0
1488,Richard Hamilton,2000,2013,G-F,6-6,185.0,"February 14, 1978",University of Connecticut,1888.0
1490,Steve Hamilton,1959,1960,F-C,6-6,190.0,"November 30, 1935",Morehead State University,76929.0
1494,Geert Hammink,1994,1996,C,7-0,262.0,"July 12, 1969",Louisiana State University,903.0
1495,Julian Hammond,1968,1972,F,6-5,205.0,"May 27, 1943",University of Tulsa,80575.0
1496,Tom Hammonds,1990,2001,F,6-9,215.0,"March 27, 1967",Georgia Institute of Technology,67.0
1499,Darrin Hancock,1995,1997,G-F,6-7,205.0,"November 3, 1971",University of Kansas,241.0
1502,Phil Hankinson,1974,1975,F,6-8,195.0,"July 26, 1951",University of Pennsylvania,76936.0
1503,Alex Hannum,1950,1957,F-C,6-7,210.0,"July 19, 1923",University of Southern California,76937.0
1507,Tyler Hansbrough,2010,2016,F,6-9,250.0,"November 3, 1985",University of North Carolina,201946.0
1508,Bob Hansen,1984,1992,G,6-6,190.0,"January 18, 1961",University of Iowa,76942.0
1509,Glenn Hansen,1976,1978,G,6-4,205.0,"April 21, 1952",Louisiana State University,76940.0
1510,Lars Hansen,1979,1979,C,6-10,225.0,"September 14, 1954",University of Washington,76941.0
1511,Travis Hansen,2004,2004,G,6-6,205.0,"April 15, 1978",Brigham Young University,2580.0
1513,Bill Hanzlik,1981,1990,G-F,6-7,185.0,"December 6, 1957",University of Notre Dame,76944.0
1514,Luke Harangody,2011,2012,F,6-8,246.0,"January 2, 1988",University of Notre Dame,202376.0
1515,Anfernee Hardaway,1994,2008,G-F,6-7,195.0,"July 18, 1971",University of Memphis,358.0
1516,Tim Hardaway,1990,2003,G,6-0,175.0,"September 1, 1966",University of Texas at El Paso,896.0
1517,Tim Hardaway,2014,2018,G,6-6,205.0,"March 16, 1992",University of Michigan,896.0
1518,James Harden,2010,2018,G,6-5,220.0,"August 26, 1989",Arizona State University,201935.0
1519,Charlie Hardnett,1963,1965,F-C,6-8,225.0,"September 13, 1938",Grambling State University,76946.0
1521,James Hardy,1979,1982,F-C,6-8,220.0,"December 1, 1956",University of San Francisco,76948.0
1522,Ira Harge,1968,1973,C,6-9,225.0,"March 14, 1941",University of New Mexico,80361.0
1524,Maurice Harkless,2013,2018,F-G,6-9,215.0,"May 11, 1993",St. John's University,203090.0
1525,Jerry Harkness,1964,1969,G,6-2,175.0,"May 7, 1940",Loyola University of Chicago,76950.0
1526,Skip Harlicka,1969,1969,G,6-1,185.0,"October 14, 1946",University of South Carolina,76951.0
1528,Derek Harper,1984,1999,G,6-4,185.0,"October 13, 1961",University of Illinois at Urbana-Champaign,157.0
1529,Justin Harper,2012,2017,F,6-10,225.0,"August 30, 1989",University of Richmond,202712.0
1530,Mike Harper,1981,1982,C-F,6-10,195.0,"December 9, 1957",North Park University,76954.0
1531,Ron Harper,1987,2001,G-F,6-6,185.0,"January 20, 1964",Miami University,166.0
1532,Matt Harpring,1999,2009,F,6-7,231.0,"May 31, 1976",Georgia Institute of Technology,1723.0
1533,Montrezl Harrell,2016,2018,F-C,6-8,240.0,"January 26, 1994",University of Louisville,1626149.0
1534,Josh Harrellson,2012,2014,C,6-10,275.0,"February 12, 1989",University of Kentucky,202725.0
1537,Othella Harrington,1997,2008,F-C,6-9,235.0,"January 31, 1974",Georgetown University,970.0
1538,Art Harris,1969,1972,G,6-4,185.0,"January 13, 1947",Stanford University,76956.0
1539,Bernie Harris,1975,1975,F,6-10,200.0,"November 26, 1950",Virginia Commonwealth University,76957.0
1540,Billy Harris,1975,1975,G,6-2,185.0,"November 12, 1951",Northern Illinois University,81647.0
1541,Bob Harris,1950,1954,F-C,6-7,195.0,"March 16, 1927",Oklahoma State University,76959.0
1543,Devin Harris,2005,2018,G,6-3,192.0,"February 27, 1983",University of Wisconsin,2734.0
1545,Gary Harris,2015,2018,G,6-4,210.0,"September 14, 1994",Michigan State University,203914.0
1546,Joe Harris,2015,2018,G,6-6,219.0,"September 6, 1991",University of Virginia,203925.0
1547,Lucious Harris,1994,2005,G,6-5,190.0,"December 18, 1970","California State University, Long Beach",446.0
1550,Steve Harris,1986,1990,G,6-5,195.0,"October 15, 1963",University of Tulsa,76960.0
1552,Tobias Harris,2012,2018,F,6-9,235.0,"July 15, 1992",University of Tennessee,202699.0
1555,Andrew Harrison,2017,2018,G,6-6,213.0,"October 28, 1994",University of Kentucky,1626150.0
1556,Bob Harrison,1950,1958,G,6-1,190.0,"August 12, 1927",University of Michigan,76962.0
1557,David Harrison,2005,2008,C,7-0,280.0,"August 15, 1982",University of Colorado,2758.0
1558,Jason Hart,2001,2010,G,6-3,185.0,"April 29, 1978",Syracuse University,2078.0
1559,Josh Hart,2018,2018,G,6-5,209.0,"March 6, 1995",Villanova University,1628404.0
1561,Donnell Harvey,2001,2005,F,6-8,220.0,"August 26, 1980",University of Florida,2051.0
1562,Scott Haskin,1994,1994,C-F,6-11,250.0,"September 19, 1970",Oregon State University,321.0
1563,Clem Haskins,1968,1976,G,6-3,195.0,"July 11, 1943",Western Kentucky University,76965.0
1565,Trenton Hassell,2002,2010,G,6-5,200.0,"March 4, 1979",Austin Peay State University,2239.0
1568,Scott Hastings,1983,1993,F-C,6-10,235.0,"June 3, 1960",University of Arkansas,76968.0
1569,Kirk Haston,2002,2003,F,6-9,242.0,"March 10, 1979",Indiana University,2213.0
1570,Vern Hatton,1959,1962,G,6-3,195.0,"January 13, 1936",University of Kentucky,76969.0
1571,John Havlicek,1963,1978,F-G,6-5,203.0,"April 8, 1940",Ohio State University,76970.0
1572,Spencer Hawes,2008,2017,C-F,7-1,245.0,"April 28, 1988",University of Washington,201150.0
1573,Steve Hawes,1975,1984,C-F,6-9,220.0,"May 26, 1950",University of Washington,76971.0
1575,Hersey Hawkins,1989,2001,G,6-3,190.0,"September 29, 1966",Bradley University,765.0
1577,Marshall Hawkins,1950,1950,F,6-3,205.0,"August 3, 1924",University of Tennessee,76974.0
1579,Robert Hawkins,1976,1979,G,6-4,190.0,"June 30, 1954",Illinois State University,76975.0
1580,Tom Hawkins,1960,1969,F,6-5,210.0,"December 22, 1936",University of Notre Dame,76977.0
1581,Nate Hawthorne,1974,1976,G,6-4,190.0,"January 15, 1950",Southern Illinois University,76978.0
1583,Elvin Hayes,1969,1984,F-C,6-9,235.0,"November 17, 1945",University of Houston,76979.0
1584,Jarvis Hayes,2004,2010,F,6-7,220.0,"August 9, 1981",University of Georgia,2553.0
1585,Jim Hayes,1971,1971,G,6-3,200.0,"February 18, 1948",Boston University,81096.0
1586,Steve Hayes,1982,1986,C,7-0,205.0,"August 2, 1955",Idaho State University,76980.0
1587,Gordon Hayward,2011,2018,F-G,6-8,226.0,"March 23, 1990",Butler University,202330.0
1588,Lazar Hayward,2011,2013,F,6-6,225.0,"November 26, 1986",Marquette University,202351.0
1589,Brendan Haywood,2002,2015,C,7-0,268.0,"November 27, 1979",University of North Carolina,2217.0
1590,Spencer Haywood,1970,1983,F-C,6-8,225.0,"April 22, 1949",University of Detroit Mercy,76981.0
1592,Walt Hazzard,1965,1974,G,6-2,185.0,"April 15, 1942","University of California, Los Angeles",76983.0
1593,Luther Head,2006,2011,G,6-3,185.0,"November 26, 1982",University of Illinois at Urbana-Champaign,101129.0
1594,Brian Heaney,1970,1970,G,6-2,180.0,"September 3, 1946",Acadia University,76984.0
1596,Herm Hedderick,1955,1955,G,6-5,170.0,"January 10, 1930",Canisius College,76986.0
1598,Tom Heinsohn,1957,1965,F-C,6-7,218.0,"August 26, 1934",College of the Holy Cross,76988.0
1599,Dick Hemric,1956,1957,F,6-6,220.0,"August 29, 1933",Wake Forest University,76989.0
1600,Alan Henderson,1996,2007,F,6-9,235.0,"December 2, 1972",Indiana University,673.0
1601,Cedric Henderson,1987,1987,F,6-8,210.0,"October 3, 1965",University of Georgia,76990.0
1602,Cedric Henderson,1998,2002,F,6-7,215.0,"March 11, 1975",University of Memphis,1538.0
1603,Dave Henderson,1988,1988,G,6-5,195.0,"July 21, 1964",Duke University,76991.0
1604,Gerald Henderson,1980,1992,G,6-2,175.0,"January 16, 1956",Virginia Commonwealth University,76993.0
1605,Gerald Henderson,2010,2017,G,6-5,215.0,"December 9, 1987",Duke University,201945.0
1606,J.R. Henderson,1999,1999,F,6-8,226.0,"October 30, 1976","University of California, Los Angeles",1764.0
1608,Kevin Henderson,1987,1988,G,6-4,195.0,"March 22, 1964","California State University, Fullerton",76994.0
1609,Tom Henderson,1975,1983,G,6-3,190.0,"January 26, 1952",University of Hawaii,76996.0
1610,Mark Hendrickson,1997,2000,F,6-9,220.0,"June 23, 1974",Washington State University,971.0
1611,Larry Hennessy,1956,1957,G,6-3,185.0,"May 20, 1929",Villanova University,76998.0
1613,Al Henry,1971,1972,C,6-9,190.0,"February 9, 1949",University of Wisconsin,77000.0
1615,Carl Henry,1986,1986,G,6-6,205.0,"August 16, 1960",University of Kansas,77001.0
1616,Conner Henry,1987,1988,G,6-7,195.0,"July 21, 1963","University of California, Santa Barbara",77002.0
1618,Xavier Henry,2011,2015,G,6-6,220.0,"March 15, 1991",University of Kansas,202333.0
1619,John Henson,2013,2018,C-F,6-11,229.0,"December 28, 1990",University of North Carolina,203089.0
1620,Steve Henson,1991,1999,G,5-11,177.0,"February 2, 1968",Kansas State University,1667.0
1621,Charles Hentz,1971,1971,F,6-5,210.0,"September 13, 1947",University of Arkansas at Pine Bluff,81017.0
1624,Chris Herren,2000,2001,G,6-2,197.0,"September 27, 1975","California State University, Fresno",1914.0
1625,Carl Herrera,1992,1999,F,6-9,215.0,"December 14, 1966",University of Houston,61.0
1626,Keith Herron,1979,1982,G-F,6-6,195.0,"June 14, 1956",Villanova University,77010.0
1628,Dan Hester,1971,1971,F,6-8,210.0,"November 8, 1948",Louisiana State University,81138.0
1629,Fred Hetzel,1966,1971,F-C,6-8,220.0,"July 21, 1942",Davidson College,77012.0
1630,Bill Hewitt,1969,1975,F,6-7,210.0,"August 8, 1944",University of Southern California,77013.0
1631,Jack Hewson,1948,1948,F-C,6-6,195.0,"September 7, 1924",Temple University,77014.0
1632,Art Heyman,1964,1970,F-G,6-5,205.0,"June 24, 1941",Duke University,77015.0
1633,Roy Hibbert,2009,2017,C,7-2,270.0,"December 11, 1986",Georgetown University,201579.0
1634,Phil Hicks,1977,1979,F,6-7,205.0,"January 31, 1953",Tulane University,77017.0
1636,Buddy Hield,2017,2018,G,6-4,214.0,"December 17, 1993",University of Oklahoma,1627741.0
1637,Bill Higgins,1975,1975,G,6-2,180.0,"December 15, 1952",Ashland University,81953.0
1639,Earle Higgins,1971,1971,F,6-8,195.0,"December 30, 1946",Eastern Michigan University,81087.0
1641,Rod Higgins,1983,1995,F,6-7,200.0,"January 31, 1960","California State University, Fresno",77019.0
1642,Sean Higgins,1991,1998,G-F,6-9,205.0,"December 30, 1968",University of Michigan,925.0
1644,Johnny High,1980,1984,G,6-3,185.0,"April 25, 1957","University of Nevada, Reno",77022.0
1645,Wayne Hightower,1963,1972,F-C,6-8,192.0,"January 14, 1940",University of Kansas,77023.0
1646,Armond Hill,1977,1984,G,6-4,190.0,"March 31, 1953",Princeton University,77024.0
1647,Cleo Hill,1962,1962,G,6-1,185.0,"May 24, 1938",Winston-Salem State University,77025.0
1648,Gary Hill,1964,1965,G,6-4,185.0,"October 7, 1941",Oklahoma City University,77026.0
1649,George Hill,2009,2018,G,6-3,188.0,"May 4, 1986",Indiana University-Purdue University Indianapolis,201588.0
1650,Grant Hill,1995,2013,F-G,6-8,225.0,"October 5, 1972",Duke University,255.0
1651,Jordan Hill,2010,2017,C-F,6-10,235.0,"July 27, 1987",University of Arizona,201941.0
1652,Simmie Hill,1970,1974,F,6-7,233.0,"November 14, 1946",West Texas A&M University,81002.0
1653,Solomon Hill,2014,2017,F,6-7,225.0,"March 18, 1991",University of Arizona,203524.0
1655,Tyrone Hill,1991,2004,F,6-9,240.0,"March 19, 1968",Xavier University,238.0
1657,Darrun Hilliard,2016,2018,G,6-6,205.0,"April 13, 1993",Villanova University,1626199.0
1658,Darnell Hillman,1972,1980,F-C,6-9,215.0,"August 29, 1949",San Jose State University,77028.0
1659,Fred Hilton,1972,1973,G-F,6-3,185.0,"January 15, 1948",Grambling State University,77029.0
1660,Kirk Hinrich,2004,2016,G,6-4,190.0,"January 2, 1981",University of Kansas,2550.0
1661,Roy Hinson,1984,1991,F-C,6-9,210.0,"May 2, 1961",Rutgers University,77030.0
1663,Lew Hitch,1952,1957,F-C,6-8,200.0,"July 16, 1929",Kansas State University,77032.0
1665,Darington Hobson,2012,2012,G,6-7,210.0,"September 29, 1987",University of New Mexico,202359.0
1666,Donald Hodge,1992,1996,C,7-0,230.0,"February 25, 1969",Temple University,1106.0
1667,Julius Hodge,2006,2007,G,6-7,210.0,"November 18, 1983",North Carolina State University,101125.0
1668,Craig Hodges,1983,1992,G,6-2,190.0,"June 27, 1960","California State University, Long Beach",77034.0
1670,Paul Hoffman,1948,1955,G-F,6-2,195.0,"April 12, 1925",Purdue University,81548.0
1672,Paul Hogue,1963,1964,C,6-9,240.0,"April 28, 1940",University of Cincinnati,77038.0
1673,Fred Hoiberg,1996,2005,G,6-4,203.0,"October 15, 1972",Iowa State University,697.0
1674,Doug Holcomb,1949,1949,F,6-4,200.0,"February 9, 1925",University of Wisconsin,81429.0
1675,Randy Holcomb,2006,2006,F,6-9,225.0,"August 8, 1979",San Diego State University,2450.0
1676,Jrue Holiday,2010,2018,G,6-4,205.0,"June 12, 1990","University of California, Los Angeles",201950.0
1678,Brad Holland,1980,1982,G,6-3,180.0,"December 6, 1956","University of California, Los Angeles",77040.0
1679,Joe Holland,1950,1952,F,6-4,185.0,"September 26, 1925",University of Kentucky,77041.0
1681,Wilbur Holland,1976,1979,G,6-0,175.0,"November 8, 1951",University of New Orleans,77042.0
1682,Lionel Hollins,1976,1985,G,6-3,185.0,"October 19, 1953",Arizona State University,77043.0
1683,Ryan Hollins,2007,2016,C,7-0,240.0,"October 10, 1984","University of California, Los Angeles",200797.0
1684,Essie Hollis,1979,1979,F,6-6,195.0,"May 16, 1955",St. Bonaventure University,77044.0
1685,Rondae Hollis-Jefferson,2016,2018,F,6-7,220.0,"January 3, 1995",University of Arizona,1626178.0
1687,Richaun Holmes,2016,2018,F-C,6-10,245.0,"October 15, 1993",Bowling Green State University,1626158.0
1688,Jim Holstein,1953,1956,F-G,6-3,180.0,"September 24, 1930",University of Cincinnati,77045.0
1691,Dick Holub,1948,1948,C,6-6,205.0,"October 29, 1921",Long Island University,77048.0
1692,Joe Holup,1957,1959,F,6-6,215.0,"February 26, 1934",George Washington University,77049.0
1694,Jerald Honeycutt,1998,1999,F-G,6-9,245.0,"October 20, 1974",Tulane University,1532.0
1695,Tyler Honeycutt,2012,2013,F,6-8,188.0,"July 15, 1990","University of California, Los Angeles",202715.0
1697,Rodney Hood,2015,2018,G-F,6-8,206.0,"October 20, 1992",Duke University,203918.0
1698,Bobby Hooper,1969,1969,G,6-0,180.0,"December 22, 1946",University of Dayton,80767.0
1699,Carroll Hooser,1968,1968,F,6-7,230.0,"March 5, 1944",Southern Methodist University,80571.0
1700,Tom Hoover,1964,1969,C,6-9,230.0,"January 23, 1941",Villanova University,77051.0
1701,Bob Hopkins,1957,1960,C-F,6-8,205.0,"November 3, 1934",Grambling State University,77052.0
1702,Dave Hoppen,1988,1993,C-F,6-11,235.0,"March 13, 1964",University of Nebraska,77053.0
1703,Dennis Hopson,1988,1992,G-F,6-5,200.0,"April 22, 1965",Ohio State University,77054.0
1705,Johnny Horan,1956,1956,F,6-8,190.0,"November 24, 1932",University of Dayton,77055.0
1706,Cedrick Hordges,1981,1982,F-C,6-8,220.0,"January 8, 1957",University of South Carolina,77056.0
1707,Al Horford,2008,2018,C-F,6-10,245.0,"June 3, 1986",University of Florida,201143.0
1708,Tito Horford,1989,1994,C,7-1,245.0,"January 19, 1966",University of Miami,77057.0
1709,Ron Horn,1962,1968,F,6-7,220.0,"May 24, 1938",Indiana University,77058.0
1710,Jeff Hornacek,1987,2000,G,6-3,190.0,"May 3, 1963",Iowa State University,204.0
1712,Robert Horry,1993,2008,F,6-9,220.0,"August 25, 1970",University of Alabama,109.0
1713,Ed Horton,1990,1990,F,6-8,230.0,"December 17, 1967",University of Iowa,77060.0
1715,Bob Houbregs,1954,1958,C-F,6-7,210.0,"March 12, 1932",University of Washington,77062.0
1717,Eddie House,2001,2011,G,6-1,180.0,"May 14, 1978",Arizona State University,2067.0
1718,Allan Houston,1994,2005,G,6-6,200.0,"April 20, 1971",University of Tennessee,275.0
1719,Byron Houston,1993,1996,F,6-5,250.0,"November 22, 1969",Oklahoma State University,780.0
1722,Greg Howard,1971,1972,F-C,6-9,215.0,"January 8, 1948",University of New Mexico,77066.0
1723,Josh Howard,2004,2013,F-G,6-7,210.0,"April 28, 1980",Wake Forest University,2572.0
1724,Juwan Howard,1995,2013,F,6-9,240.0,"February 7, 1973",University of Michigan,436.0
1725,Mo Howard,1977,1977,G,6-2,170.0,"August 25, 1954",University of Maryland,77067.0
1726,Otis Howard,1979,1979,F,6-7,220.0,"November 5, 1956",Austin Peay State University,77069.0
1728,Bailey Howell,1960,1971,F,6-7,210.0,"January 20, 1937",Mississippi State University,77070.0
1729,Bob Hubbard,1948,1949,C-F,6-6,215.0,"December 27, 1922",Springfield College,77072.0
1730,Phil Hubbard,1980,1989,F-C,6-8,215.0,"December 13, 1956",University of Michigan,77071.0
1731,Lester Hudson,2010,2015,G,6-3,190.0,"August 7, 1984",University of Tennessee at Martin,201991.0
1732,Lou Hudson,1967,1979,F-G,6-5,210.0,"July 11, 1944",University of Minnesota,77074.0
1734,Josh Huestis,2016,2018,F,6-7,230.0,"December 19, 1991",Stanford University,203962.0
1736,Alfredrick Hughes,1986,1986,F-G,6-5,215.0,"July 19, 1962",Loyola University of Chicago,77076.0
1737,Eddie Hughes,1988,1990,G,5-10,165.0,"May 26, 1960",Colorado State University,77077.0
1738,Kim Hughes,1976,1981,C,6-11,220.0,"June 4, 1952",University of Wisconsin,77078.0
1739,Larry Hughes,1999,2012,G,6-5,184.0,"January 23, 1979",Saint Louis University,1716.0
1741,Robbie Hummel,2014,2015,F,6-8,215.0,"March 8, 1989",Purdue University,203133.0
1742,John Hummer,1971,1976,F-C,6-9,230.0,"May 4, 1948",Princeton University,77080.0
1743,Ryan Humphrey,2003,2005,F,6-8,235.0,"July 24, 1979",University of Notre Dame,2415.0
1744,Jay Humphries,1985,1995,G,6-3,185.0,"October 17, 1962",University of Colorado,77081.0
