RECORD_ID,FULL_NAME,YEAR_START,YEAR_END,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,COLLEGE,PLAYER_ID
1354,Andrew Goudelock,2012,2016,G,6-3,200,"December 7, 1988",College of Charleston,202726
1355,Gerald Govan,1968,1976,F-C,6-10,220,"January 2, 1942",Saint Mary of the Plains College,80451
1356,Bato Govedarica,1954,1954,G,5-11,185,"April 17, 1928",DePaul University,76837
1357,Ricky Grace,1994,1994,G,6-1,180,"August 20, 1967",University of Oklahoma,76839
1359,Greg Graham,1994,1998,G,6-4,174,"November 26, 1970",Indiana University,37
1360,Joey Graham,2006,2011,F,6-7,225,"June 11, 1982",Oklahoma State University,101121
1361,Mal Graham,1968,1969,G,6-1,185,"February 23, 1945",New York University,76843
1362,Orlando Graham,1989,1989,F,6-8,220,"May 5, 1965",Auburn University at Montgomery,76841
1366,Jim Grandholm,1991,1991,F-C,7-0,235,"October 4, 1960",University of South Florida,76844
1368,Danny Granger,2006,2015,F,6-9,222,"April 20, 1983",University of New Mexico,101122
1369,Stewart Granger,1984,1987,G,6-3,190,"October 27, 1961",Villanova University,76847
1370,Brian Grant,1995,2006,F,6-9,254,"March 5, 1972",Xavier University,258
1371,Bud Grant,1950,1951,F,6-3,195,"May 20, 1927",University of Minnesota,76850
1372,Gary Grant,1989,2001,G,6-3,185,"April 21, 1965",University of Michigan,202
1373,Greg Grant,1990,1996,G,5-7,140,"August 29, 1966",Trenton State University,285
1374,Harvey Grant,1989,1999,F,6-8,195,"July 4, 1965",University of Oklahoma,265
1375,Horace Grant,1988,2004,F-C,6-10,215,"July 4, 1965",Clemson University,270
1376,Jerami Grant,2015,2018,F,6-8,210,"March 12, 1994",Syracuse University,203924
1377,Jerian Grant,2016,2018,G,6-4,195,"October 9, 1992",University of Notre Dame,1626170
1378,Josh Grant,1994,1994,F,6-9,223,"August 7, 1967",University of Utah,76852
1379,Paul Grant,1999,2004,C,7-0,245,"January 6, 1974",University of Wisconsin,1514
1380,Travis Grant,1973,1976,F,6-7,215,"January 1, 1950",Kentucky State University,76853
1382,Butch Graves,1985,1985,G,6-3,200,"January 5, 1962",Yale University,76855
1383,Aaron Gray,2008,2014,C,7-0,270,"December 7, 1984",University of Pittsburgh,201189
1385,Ed Gray,1998,1999,G,6-3,210,"September 27, 1975",University of California,1516
1387,Gary Gray,1968,1968,G,6-1,185,"February 23, 1945",Oklahoma City University,76859
1388,Leonard Gray,1975,1977,F,6-8,240,"December 19, 1951","California State University, Long Beach",76860
1389,Stuart Gray,1985,1991,C-F,7-0,235,"May 27, 1963","University of California, Los Angeles",76861
1390,Sylvester Gray,1989,1989,F,6-6,230,"July 8, 1967",University of Memphis,76862
1392,Jeff Grayer,1989,1998,F-G,6-5,200,"December 17, 1965",Iowa State University,81
1393,Bob Greacen,1970,1972,F,6-7,206,"September 15, 1947",Rutgers University,76865
1394,A.C. Green,1986,2001,F-C,6-9,220,"October 4, 1963",Oregon State University,920
1395,Danny Green,2010,2018,G-F,6-6,215,"June 22, 1987",University of North Carolina,201980
1397,Draymond Green,2013,2018,F,6-7,230,"March 4, 1990",Michigan State University,203110
1398,Erick Green,2015,2016,G,6-4,185,"May 9, 1991",Virginia Polytechnic Institute and State University,203475
1400,Jeff Green,2008,2018,F,6-9,235,"August 28, 1986",Georgetown University,201145
1401,Johnny Green,1960,1973,F-C,6-5,200,"December 8, 1933",Michigan State University,76867
1402,Ken Green,1986,1986,F,6-8,215,"September 19, 1959",University of Texas-Pan American,76868
1403,Kenny Green,1986,1987,F,6-6,210,"October 11, 1964",Wake Forest University,76869
1404,Lamar Green,1970,1975,F-C,6-7,210,"March 22, 1947",Morehead State University,600011
1405,Litterial Green,1993,1999,G,6-1,185,"March 7, 1970",University of Georgia,1036
1406,Luther Green,1970,1973,F,6-7,190,"November 13, 1946",Long Island University,76872
1407,Mike Green,1974,1980,C-F,6-10,200,"August 6, 1951",Louisiana Tech University,76873
1408,Rickey Green,1978,1992,G,6-0,170,"August 18, 1954",University of Michigan,76874
1409,Sean Green,1992,1994,G-F,6-5,210,"February 2, 1970",Iona College,76875
1410,Si Green,1957,1966,G-F,6-2,185,"August 20, 1933",Duquesne University,76877
1411,Sidney Green,1984,1993,F-C,6-9,220,"January 4, 1961","University of Nevada, Las Vegas",76876
1412,Steve Green,1976,1979,F,6-7,220,"October 4, 1953",Indiana University,76878
1413,Taurean Green,2008,2008,G,6-0,177,"November 28, 1986",University of Florida,201192
1415,Willie Green,2004,2015,G,6-4,200,"July 28, 1981",University of Detroit Mercy,2584
1416,Donte Greene,2009,2012,F,6-11,226,"February 21, 1988",Syracuse University,201590
1417,Orien Greene,2006,2011,G,6-4,208,"February 4, 1982",University of Louisiana at Lafayette,101158
1418,Jerry Greenspan,1964,1965,F,6-5,195,"November 22, 1941",University of Maryland,76880
1420,Hal Greer,1959,1973,G-F,6-2,175,"June 26, 1936",Marshall University,76882
1421,Lynn Greer,2007,2007,G,6-2,175,"October 23, 1979",Temple University,81676
1422,Gary Gregor,1969,1974,F-C,6-7,225,"August 13, 1945",University of South Carolina,76883
1423,Claude Gregory,1986,1988,F,6-8,205,"December 26, 1958",University of Wisconsin,76884
1424,John Greig,1983,1983,F,6-7,215,"April 28, 1961",University of Oregon,76885
1425,Norm Grekin,1954,1954,F,6-5,180,"June 22, 1930",La Salle University,76886
1426,Kevin Grevey,1976,1985,G-F,6-5,210,"May 12, 1953",University of Kentucky,76887
1429,Blake Griffin,2011,2018,F,6-10,251,"March 16, 1989",University of Oklahoma,201933
1430,Eddie Griffin,2002,2007,F-C,6-10,220,"May 30, 1982",Seton Hall University,2204
1431,Greg Griffin,1978,1978,F,6-7,190,"September 6, 1952",Idaho State University,76888
1432,Paul Griffin,1977,1983,F-C,6-9,205,"January 20, 1954",Western Michigan University,76889
1433,Taylor Griffin,2010,2010,F,6-7,238,"April 18, 1986",University of Oklahoma,201981
1434,Darrell Griffith,1981,1991,G,6-4,190,"June 16, 1958",University of Louisville,76890
1435,Chuck Grigsby,1955,1955,G,6-5,190,"August 15, 1928",University of Dayton,76891
1438,Dick Groat,1953,1953,G,5-11,180,"November 4, 1930",Duke University,76894
1439,Bob Gross,1976,1983,F-G,6-6,200,"August 3, 1953","California State University, Long Beach",76895
1440,Mike Grosso,1972,1972,C,6-9,230,"September 7, 1947",University of Louisville,80957
1441,Jerry Grote,1965,1965,G,6-4,215,"December 28, 1940",Loyola Marymount University,76896
1442,Alex Groza,1950,1951,C,6-7,218,"October 7, 1926",University of Kentucky,76897
1443,Dick Grubar,1970,1970,G,6-4,184,"July 26, 1947",University of North Carolina,80941
1445,Ernie Grunfeld,1978,1986,G-F,6-6,210,"April 24, 1955",University of Tennessee,76899
1446,Gene Guarilia,1960,1963,F,6-5,220,"September 13, 1937",George Washington University,76900
1447,Petur Gudmundsson,1982,1989,C,7-2,260,"October 30, 1958",University of Washington,76901
1448,Richie Guerin,1957,1970,G,6-4,195,"May 29, 1932",Iona College,76902
1449,Tom Gugliotta,1993,2005,F,6-10,240,"December 19, 1969",North Carolina State University,339
1452,Dave Gunther,1963,1963,F,6-7,190,"July 22, 1937",University of Iowa,76906
1454,Matt Guokas,1947,1947,F,6-3,195,"November 11, 1915",Saint Joseph's University,76908
1457,A.J. Guyton,2001,2003,G,6-1,180,"February 12, 1978",Indiana University,2062
1458,Rudy Hackett,1976,1977,F,6-9,210,"May 10, 1953",Syracuse University,76910
1459,Jim Hadnot,1968,1968,C-F,6-10,235,"January 15, 1940",Providence College,80268
1460,Scott Haffner,1990,1991,G,6-3,180,"February 2, 1966",University of Evansville,76911
1461,Cliff Hagan,1957,1970,F-G,6-4,210,"December 9, 1931",University of Kentucky,76912
1462,Glenn Hagan,1982,1982,G,6-0,170,"June 25, 1955",St. Bonaventure University,76913
1463,Tom Hagan,1970,1971,G,6-3,185,"January 29, 1947",Vanderbilt University,80926
1465,Al Hairston,1969,1970,G,6-1,170,"December 11, 1945",Bowling Green State University,76915
1466,Happy Hairston,1965,1975,F,6-7,225,"May 31, 1942",New York University,76916
1467,Lindsay Hairston,1976,1976,F-C,6-7,180,"December 8, 1951",Michigan State University,76917
1468,Malik Hairston,2009,2010,G,6-6,220,"February 23, 1987",University of Oregon,201612
1470,Marcus Haislip,2003,2010,F,6-10,230,"December 22, 1980",University of Tennessee,2409
1475,Jack Haley,1989,1998,C-F,6-10,240,"January 27, 1964","University of California, Los Angeles",917
1476,Shaler Halimon,1969,1973,G-F,6-5,199,"March 30, 1945",Utah State University,76922
1478,Jeff Halliburton,1972,1973,G,6-5,193,"July 3, 1949",Drake University,76923
1480,Steve Hamer,1997,1997,C,7-0,245,"November 13, 1973",University of Tennessee,984
1482,Daniel Hamilton,2018,2018,G-F,6-7,195,"August 8, 1995",University of Connecticut,1627772
1484,Joe Hamilton,1971,1976,G,5-10,160,"July 5, 1948",University of North Texas,81194
1485,Jordan Hamilton,2012,2016,G-F,6-7,220,"October 6, 1990",University of Texas at Austin,202706
1486,Justin Hamilton,2014,2017,C,7-0,260,"April 1, 1990",Louisiana State University,203120
1488,Richard Hamilton,2000,2013,G-F,6-6,185,"February 14, 1978",University of Connecticut,1888
1490,Steve Hamilton,1959,1960,F-C,6-6,190,"November 30, 1935",Morehead State University,76929
1494,Geert Hammink,1994,1996,C,7-0,262,"July 12, 1969",Louisiana State University,903
1495,Julian Hammond,1968,1972,F,6-5,205,"May 27, 1943",University of Tulsa,80575
1496,Tom Hammonds,1990,2001,F,6-9,215,"March 27, 1967",Georgia Institute of Technology,67
1499,Darrin Hancock,1995,1997,G-F,6-7,205,"November 3, 1971",University of Kansas,241
1502,Phil Hankinson,1974,1975,F,6-8,195,"July 26, 1951",University of Pennsylvania,76936
1503,Alex Hannum,1950,1957,F-C,6-7,210,"July 19, 1923",University of Southern California,76937
1507,Tyler Hansbrough,2010,2016,F,6-9,250,"November 3, 1985",University of North Carolina,201946
1508,Bob Hansen,1984,1992,G,6-6,190,"January 18, 1961",University of Iowa,76942
1509,Glenn Hansen,1976,1978,G,6-4,205,"April 21, 1952",Louisiana State University,76940
1510,Lars Hansen,1979,1979,C,6-10,225,"September 14, 1954",University of Washington,76941
1511,Travis Hansen,2004,2004,G,6-6,205,"April 15, 1978",Brigham Young University,2580
1513,Bill Hanzlik,1981,1990,G-F,6-7,185,"December 6, 1957",University of Notre Dame,76944
1514,Luke Harangody,2011,2012,F,6-8,246,"January 2, 1988",University of Notre Dame,202376
1515,Anfernee Hardaway,1994,2008,G-F,6-7,195,"July 18, 1971",University of Memphis,358
1516,Tim Hardaway,1990,2003,G,6-0,175,"September 1, 1966",University of Texas at El Paso,896
1518,James Harden,2010,2018,G,6-5,220,"August 26, 1989",Arizona State University,201935
1519,Charlie Hardnett,1963,1965,F-C,6-8,225,"September 13, 1938",Grambling State University,76946
1521,James Hardy,1979,1982,F-C,6-8,220,"December 1, 1956",University of San Francisco,76948
1522,Ira Harge,1968,1973,C,6-9,225,"March 14, 1941",University of New Mexico,80361
1524,Maurice Harkless,2013,2018,F-G,6-9,215,"May 11, 1993",St. John's University,203090
1525,Jerry Harkness,1964,1969,G,6-2,175,"May 7, 1940",Loyola University of Chicago,76950
1526,Skip Harlicka,1969,1969,G,6-1,185,"October 14, 1946",University of South Carolina,76951
1528,Derek Harper,1984,1999,G,6-4,185,"October 13, 1961",University of Illinois at Urbana-Champaign,157
1529,Justin Harper,2012,2017,F,6-10,225,"August 30, 1989",University of Richmond,202712
1530,Mike Harper,1981,1982,C-F,6-10,195,"December 9, 1957",North Park University,76954
1531,Ron Harper,1987,2001,G-F,6-6,185,"January 20, 1964",Miami University,166
1532,Matt Harpring,1999,2009,F,6-7,231,"May 31, 1976",Georgia Institute of Technology,1723
1533,Montrezl Harrell,2016,2018,F-C,6-8,240,"January 26, 1994",University of Louisville,1626149
1534,Josh Harrellson,2012,2014,C,6-10,275,"February 12, 1989",University of Kentucky,202725
1537,Othella Harrington,1997,2008,F-C,6-9,235,"January 31, 1974",Georgetown University,970
1538,Art Harris,1969,1972,G,6-4,185,"January 13, 1947",Stanford University,76956
1539,Bernie Harris,1975,1975,F,6-10,200,"November 26, 1950",Virginia Commonwealth University,76957
1540,Billy Harris,1975,1975,G,6-2,185,"November 12, 1951",Northern Illinois University,81647
1541,Bob Harris,1950,1954,F-C,6-7,195,"March 16, 1927",Oklahoma State University,76959
1543,Devin Harris,2005,2018,G,6-3,192,"February 27, 1983",University of Wisconsin,2734
1545,Gary Harris,2015,2018,G,6-4,210,"September 14, 1994",Michigan State University,203914
1546,Joe Harris,2015,2018,G,6-6,219,"September 6, 1991",University of Virginia,203925
1547,Lucious Harris,1994,2005,G,6-5,190,"December 18, 1970","California State University, Long Beach",446
1550,Steve Harris,1986,1990,G,6-5,195,"October 15, 1963",University of Tulsa,76960
1552,Tobias Harris,2012,2018,F,6-9,235,"July 15, 1992",University of Tennessee,202699
1555,Andrew Harrison,2017,2018,G,6-6,213,"October 28, 1994",University of Kentucky,1626150
1556,Bob Harrison,1950,1958,G,6-1,190,"August 12, 1927",University of Michigan,76962
1557,David Harrison,2005,2008,C,7-0,280,"August 15, 1982",University of Colorado,2758
1558,Jason Hart,2001,2010,G,6-3,185,"April 29, 1978",Syracuse University,2078
1559,Josh Hart,2018,2018,G,6-5,209,"March 6, 1995",Villanova University,1628404
1561,Donnell Harvey,2001,2005,F,6-8,220,"August 26, 1980",University of Florida,2051
1562,Scott Haskin,1994,1994,C-F,6-11,250,"September 19, 1970",Oregon State University,321
1563,Clem Haskins,1968,1976,G,6-3,195,"July 11, 1943",Western Kentucky University,76965
1565,Trenton Hassell,2002,2010,G,6-5,200,"March 4, 1979",Austin Peay State University,2239
1568,Scott Hastings,1983,1993,F-C,6-10,235,"June 3, 1960",University of Arkansas,76968
1569,Kirk Haston,2002,2003,F,6-9,242,"March 10, 1979",Indiana University,2213
1570,Vern Hatton,1959,1962,G,6-3,195,"January 13, 1936",University of Kentucky,76969
1571,John Havlicek,1963,1978,F-G,6-5,203,"April 8, 1940",Ohio State University,76970
1572,Spencer Hawes,2008,2017,C-F,7-1,245,"April 28, 1988",University of Washington,201150
1573,Steve Hawes,1975,1984,C-F,6-9,220,"May 26, 1950",University of Washington,76971
1575,Hersey Hawkins,1989,2001,G,6-3,190,"September 29, 1966",Bradley University,765
1577,Marshall Hawkins,1950,1950,F,6-3,205,"August 3, 1924",University of Tennessee,76974
1579,Robert Hawkins,1976,1979,G,6-4,190,"June 30, 1954",Illinois State University,76975
1580,Tom Hawkins,1960,1969,F,6-5,210,"December 22, 1936",University of Notre Dame,76977
1581,Nate Hawthorne,1974,1976,G,6-4,190,"January 15, 1950",Southern Illinois University,76978
1583,Elvin Hayes,1969,1984,F-C,6-9,235,"November 17, 1945",University of Houston,76979
1584,Jarvis Hayes,2004,2010,F,6-7,220,"August 9, 1981",University of Georgia,2553
1585,Jim Hayes,1971,1971,G,6-3,200,"February 18, 1948",Boston University,81096
1586,Steve Hayes,1982,1986,C,7-0,205,"August 2, 1955",Idaho State University,76980
1587,Gordon Hayward,2011,2018,F-G,6-8,226,"March 23, 1990",Butler University,202330
1588,Lazar Hayward,2011,2013,F,6-6,225,"November 26, 1986",Marquette University,202351
1589,Brendan Haywood,2002,2015,C,7-0,268,"November 27, 1979",University of North Carolina,2217
1590,Spencer Haywood,1970,1983,F-C,6-8,225,"April 22, 1949",University of Detroit Mercy,76981
1592,Walt Hazzard,1965,1974,G,6-2,185,"April 15, 1942","University of California, Los Angeles",76983
1593,Luther Head,2006,2011,G,6-3,185,"November 26, 1982",University of Illinois at Urbana-Champaign,101129
1594,Brian Heaney,1970,1970,G,6-2,180,"September 3, 1946",Acadia University,76984
1596,Herm Hedderick,1955,1955,G,6-5,170,"January 10, 1930",Canisius College,76986
1598,Tom Heinsohn,1957,1965,F-C,6-7,218,"August 26, 1934",College of the Holy Cross,76988
1599,Dick Hemric,1956,1957,F,6-6,220,"August 29, 1933",Wake Forest University,76989
1600,Alan Henderson,1996,2007,F,6-9,235,"December 2, 1972",Indiana University,673
1601,Cedric Henderson,1987,1987,F,6-8,210,"October 3, 1965",University of Georgia,76990
1602,Cedric Henderson,1998,2002,F,6-7,215,"March 11, 1975",University of Memphis,1538
1603,Dave Henderson,1988,1988,G,6-5,195,"July 21, 1964",Duke University,76991
1604,Gerald Henderson,1980,1992,G,6-2,175,"January 16, 1956",Virginia Commonwealth University,76993
1605,Gerald Henderson,2010,2017,G,6-5,215,"December 9, 1987",Duke University,201945
1606,J.R. Henderson,1999,1999,F,6-8,226,"October 30, 1976","University of California, Los Angeles",1764
1608,Kevin Henderson,1987,1988,G,6-4,195,"March 22, 1964","California State University, Fullerton",76994
1609,Tom Henderson,1975,1983,G,6-3,190,"January 26, 1952",University of Hawaii,76996
1610,Mark Hendrickson,1997,2000,F,6-9,220,"June 23, 1974",Washington State University,971
1611,Larry Hennessy,1956,1957,G,6-3,185,"May 20, 1929",Villanova University,76998
1613,Al Henry,1971,1972,C,6-9,190,"February 9, 1949",University of Wisconsin,77000
1615,Carl Henry,1986,1986,G,6-6,205,"August 16, 1960",University of Kansas,77001
1616,Conner Henry,1987,1988,G,6-7,195,"July 21, 1963","University of California, Santa Barbara",77002
1618,Xavier Henry,2011,2015,G,6-6,220,"March 15, 1991",University of Kansas,202333
1619,John Henson,2013,2018,C-F,6-11,229,"December 28, 1990",University of North Carolina,203089
1620,Steve Henson,1991,1999,G,5-11,177,"February 2, 1968",Kansas State University,1667
1621,Charles Hentz,1971,1971,F,6-5,210,"September 13, 1947",University of Arkansas at Pine Bluff,81017
1624,Chris Herren,2000,2001,G,6-2,197,"September 27, 1975","California State University, Fresno",1914
1625,Carl Herrera,1992,1999,F,6-9,215,"December 14, 1966",University of Houston,61
1626,Keith Herron,1979,1982,G-F,6-6,195,"June 14, 1956",Villanova University,77010
1628,Dan Hester,1971,1971,F,6-8,210,"November 8, 1948",Louisiana State University,81138
1629,Fred Hetzel,1966,1971,F-C,6-8,220,"July 21, 1942",Davidson College,77012
1630,Bill Hewitt,1969,1975,F,6-7,210,"August 8, 1944",University of Southern California,77013
1631,Jack Hewson,1948,1948,F-C,6-6,195,"September 7, 1924",Temple University,77014
1632,Art Heyman,1964,1970,F-G,6-5,205,"June 24, 1941",Duke University,77015
1633,Roy Hibbert,2009,2017,C,7-2,270,"December 11, 1986",Georgetown University,201579
1634,Phil Hicks,1977,1979,F,6-7,205,"January 31, 1953",Tulane University,77017
1636,Buddy Hield,2017,2018,G,6-4,214,"December 17, 1993",University of Oklahoma,1627741
1637,Bill Higgins,1975,1975,G,6-2,180,"December 15, 1952",Ashland University,81953
1639,Earle Higgins,1971,1971,F,6-8,195,"December 30, 1946",Eastern Michigan University,81087
1641,Rod Higgins,1983,1995,F,6-7,200,"January 31, 1960","California State University, Fresno",77019
1642,Sean Higgins,1991,1998,G-F,6-9,205,"December 30, 1968",University of Michigan,925
