,first_name,full_name,id,last_name
3000,Doyle,Doyle Parrack,77803,Parrack
3001,Charlie,Charlie Parsley,77804,Parsley
3002,Chandler,Chandler Parsons,202718,Parsons
3003,Zarko,Zarko Paspalj,1097,Paspalj
3004,Marty,Marty Passaglia,77806,Passaglia
3005,George A.,George A. Pastushok,77807,Pastushok
3006,Myles,Myles Patrick,77808,Patrick
3007,Stan,Stan Patrick,77809,Patrick
3008,Andrae,Andrae Patterson,1754,Patterson
3009,George,George Patterson,77811,Patterson
3010,Lamar,Lamar Patterson,203934,Patterson
3011,Patrick,Patrick Patterson,202335,Patterson
3012,Ruben,Ruben Patterson,1739,Patterson
3013,Steve,Steve Patterson,77812,Patterson
3014,Tommy,Tommy Patterson,77813,Patterson
3015,Worthy,Worthy Patterson,77814,Patterson
3016,Justin,Justin Patton,1628383,Patton
3017,Brandon,Brandon Paul,203464,Paul
3018,Chris,Chris Paul,101108,Paul
3019,Charlie,Charlie Paulk,77815,Paulk
3020,Jerry,Jerry Paulson,77816,Paulson
3021,Billy,Billy Paultz,77817,Paultz
3022,Sasha,Sasha Pavlovic,2562,Pavlovic
3023,Jim,Jim Paxson,77818,Paxson
3024,Jim,Jim Paxson,77819,Paxson
3025,John,John Paxson,77820,Paxson
3026,Johnny,Johnny Payak,77821,Payak
3027,Adreian,Adreian Payne,203940,Payne
3028,Cameron,Cameron Payne,1626166,Payne
3029,Kenny,Kenny Payne,77822,Payne
3030,Tom,Tom Payne,77823,Payne
3031,Elfrid,Elfrid Payton,203901,Payton
3032,Gary,Gary Payton,56,Payton
3033,Mel,Mel Payton,77824,Payton
3034,Gary,Gary Payton II,1627780,Payton II
3035,George,George Pearcy,77825,Pearcy
3036,Henry,Henry Pearcy,77826,Pearcy
3037,Oleksiy,Oleksiy Pecherov,200762,Pecherov
3038,Wiley,Wiley Peck,77827,Peck
3039,Anthony,Anthony Peeler,324,Peeler
3040,Nikola,Nikola Pekovic,201593,Pekovic
3041,Jake,Jake Pelkington,77828,Pelkington
3042,Norvel,Norvel Pelle,203658,Pelle
3043,Sam,Sam Pellom,77829,Pellom
3044,Mike,Mike Penberthy,2130,Penberthy
3045,Desmond,Desmond Penigar,2667,Penigar
3046,Kirk,Kirk Penney,2632,Penney
3047,Mike,Mike Peplowski,46,Peplowski
3048,Will,Will Perdue,781,Perdue
3049,Kendrick,Kendrick Perkins,2570,Perkins
3050,Sam,Sam Perkins,64,Perkins
3051,Warren,Warren Perkins,77834,Perkins
3052,Kosta,Kosta Perovic,200785,Perovic
3053,London,London Perrantes,1628506,Perrantes
3054,Curtis,Curtis Perry,77835,Perry
3055,Elliot,Elliot Perry,386,Perry
3056,Tim,Tim Perry,897,Perry
3057,Chuck,Chuck Person,456,Person
3058,Wesley,Wesley Person,445,Person
3059,Alec,Alec Peters,1628409,Peters
3060,Jim,Jim Petersen,77839,Petersen
3061,Loy,Loy Petersen,77840,Petersen
3062,Bob,Bob Peterson,77843,Peterson
3063,Ed,Ed Peterson,77841,Peterson
3064,Mel,Mel Peterson,77842,Peterson
3065,Morris,Morris Peterson,2050,Peterson
3066,Geoff,Geoff Petrie,77844,Petrie
3067,Johan,Johan Petro,101130,Petro
3068,Drazen,Drazen Petrovic,77845,Petrovic
3069,Richard,Richard Petruska,77846,Petruska
3070,Bob,Bob Pettit,77847,Pettit
3071,Roger,Roger Phegley,77848,Phegley
3072,Jack,Jack Phelan,77850,Phelan
3073,Jim,Jim Phelan,77849,Phelan
3074,Derrick,Derrick Phelps,74,Phelps
3075,Mike,Mike Phelps,77852,Phelps
3076,Andy,Andy Phillip,77853,Phillip
3077,Eddie,Eddie Phillips,77854,Phillips
3078,Gary,Gary Phillips,77855,Phillips
3079,Bobby,Bobby Phills,184,Phills
3080,Eric,Eric Piatkowski,15,Piatkowski
3081,Paul,Paul Pierce,1718,Pierce
3082,Ricky,Ricky Pierce,894,Pierce
3083,Stan,Stan Pietkiewicz,77858,Pietkiewicz
3084,Mickael,Mickael Pietrus,2554,Pietrus
3085,John,John Pilch,77859,Pilch
3086,Ed,Ed Pinckney,291,Pinckney
3087,Kevinn,Kevinn Pinkney,200838,Pinkney
3088,John,John Pinone,77861,Pinone
3089,Dave,Dave Piontek,77862,Piontek
3090,Tom,Tom Piotrowski,77863,Piotrowski
3091,Scottie,Scottie Pippen,937,Pippen
3092,Charlie,Charlie Pittman,77864,Pittman
3093,Dexter,Dexter Pittman,202354,Pittman
3094,Zoran,Zoran Planinic,2565,Planinic
3095,Tibor,Tibor Pleiss,202353,Pleiss
3096,Marshall,Marshall Plumlee,1627850,Plumlee
3097,Mason,Mason Plumlee,203486,Plumlee
3098,Miles,Miles Plumlee,203101,Plumlee
3099,Gary,Gary Plummer,77865,Plummer
3100,Pavel,Pavel Podkolzin,2750,Podkolzin
3101,Jakob,Jakob Poeltl,1627751,Poeltl
3102,Dwayne,Dwayne Polee,77866,Polee
3103,Jim,Jim Pollard,77867,Pollard
3104,Scot,Scot Pollard,1513,Pollard
3105,Ralph,Ralph Polson,77868,Polson
3106,Olden,Olden Polynice,178,Polynice
3107,Cliff,Cliff Pondexter,77869,Pondexter
3108,Quincy,Quincy Pondexter,202347,Pondexter
3109,David,David Pope,77870,Pope
3110,Mark,Mark Pope,998,Pope
3111,Dave,Dave Popson,77872,Popson
3112,Ben,Ben Poquette,77873,Poquette
3113,Chris,Chris Porter,2084,Porter
3114,Howard,Howard Porter,77875,Porter
3115,Kevin,Kevin Porter,77876,Porter
3116,Terry,Terry Porter,345,Porter
3117,Michael,Michael Porter Jr.,1629008,Porter Jr.
3118,Otto,Otto Porter Jr.,203490,Porter Jr.
3119,Bobby,Bobby Portis,1626171,Portis
3120,Bob,Bob Portman,77878,Portman
3121,Kristaps,Kristaps Porzingis,204001,Porzingis
3122,James,James Posey,1899,Posey
3123,Lavor,Lavor Postell,2068,Postell
3124,Vitaly,Vitaly Potapenko,958,Potapenko
3125,Leon,Leon Powe,200796,Powe
3126,Dwight,Dwight Powell,203939,Powell
3127,Josh,Josh Powell,2694,Powell
3128,Kasib,Kasib Powell,2867,Powell
3129,Norman,Norman Powell,1626181,Powell
3130,Roger,Roger Powell,101232,Powell
3131,Alex,Alex Poythress,1627816,Poythress
3132,Paul,Paul Pressey,77879,Pressey
3133,Phil,Phil Pressey,203515,Pressey
3134,Dominic,Dominic Pressley,77880,Pressley
3135,Harold,Harold Pressley,77881,Pressley
3136,Billy,Billy Preston,1629009,Preston
3137,AJ,AJ Price,201985,Price
3138,Brent,Brent Price,85,Price
3139,Jim,Jim Price,77883,Price
3140,Mark,Mark Price,899,Price
3141,Mike,Mike Price,77884,Price
3142,Ronnie,Ronnie Price,101179,Price
3143,Tony,Tony Price,77882,Price
3144,Bob,Bob Priddy,77886,Priddy
3145,Pablo,Pablo Prigioni,203143,Prigioni
3146,Taurean,Taurean Prince,1627752,Prince
3147,Tayshaun,Tayshaun Prince,2419,Prince
3148,John,John Pritchard,77887,Pritchard
3149,Kevin,Kevin Pritchard,340,Pritchard
3150,Laron,Laron Profit,1919,Profit
3151,Gabe,Gabe Pruitt,201172,Pruitt
3152,Joel,Joel Przybilla,2038,Przybilla
3153,Les,Les Pugh,77888,Pugh
3154,Roy,Roy Pugh,77889,Pugh
3155,Anthony,Anthony Pullard,77890,Pullard
3156,Jacob,Jacob Pullen,1626643,Pullen
3157,Rodney,Rodney Purvis,1628681,Purvis
3158,Don,Don Putman,77891,Putman
3159,,Zhou Qi,1627753,Zhou Qi
3160,Tim,Tim Quarterman,1627817,Quarterman
3161,Bob,Bob Quick,77892,Quick
3162,Chris,Chris Quinn,200809,Quinn
3163,Brian,Brian Quinnett,77893,Quinnett
3164,Ivan,Ivan Rabb,1628397,Rabb
3165,Luke,Luke Rackley,77894,Rackley
3166,Howie,Howie Rader,77895,Rader
3167,Mark,Mark Radford,77896,Radford
3168,Wayne,Wayne Radford,77897,Radford
3169,Dino,Dino Radja,129,Radja
3170,Vladimir,Vladimir Radmanovic,2209,Radmanovic
3171,Aleksandar,Aleksandar Radojevic,1893,Radojevic
3172,Frank,Frank Radovich,77899,Radovich
3173,Moe,Moe Radovich,77900,Radovich
3174,Miroslav,Miroslav Raduljica,203545,Raduljica
3175,Ray,Ray Radziszewski,77901,Radziszewski
3176,Ray,Ray Ragelis,77902,Ragelis
3177,Sherwin,Sherwin Raiken,77903,Raiken
3178,Ed,Ed Rains,77904,Rains
3179,Igor,Igor Rakocevic,2080,Rakocevic
3180,Kurt,Kurt Rambis,77905,Rambis
3181,Peter John,Peter John Ramos,2762,Ramos
3182,Cal,Cal Ramsey,77906,Ramsey
3183,Frank,Frank Ramsey,77907,Ramsey
3184,Ray,Ray Ramsey,77908,Ramsey
3185,Mark,Mark Randall,1821,Randall
3186,Chasson,Chasson Randle,1626184,Randle
3187,Julius,Julius Randle,203944,Randle
3188,Anthony,Anthony Randolph,201576,Randolph
3189,Shavlik,Shavlik Randolph,101183,Randolph
3190,Zach,Zach Randolph,2216,Randolph
3191,Wally,Wally Rank,77910,Rank
3192,Kelvin,Kelvin Ransey,77911,Ransey
3193,Sam,Sam Ranzino,77912,Ranzino
3194,Blair,Blair Rasmussen,78656,Rasmussen
3195,Xavier,Xavier Rathan-Mayes,1628504,Rathan-Mayes
3196,George,George Ratkovicz,77913,Ratkovicz
3197,Ed,Ed Ratleff,77914,Ratleff
3198,Mike,Mike Ratliff,77915,Ratliff
3199,Theo,Theo Ratliff,689,Ratliff
3200,Andy,Andy Rautins,202360,Rautins
3201,Leo,Leo Rautins,77916,Rautins
3202,Allan,Allan Ray,200810,Ray
3203,Clifford,Clifford Ray,77917,Ray
3204,Don,Don Ray,77918,Ray
3205,Jamesearl,Jamesearl Ray,77920,Ray
3206,Jim,Jim Ray,77919,Ray
3207,Craig,Craig Raymond,77921,Raymond
3208,Connie,Connie Rea,77922,Rea
3209,Joe,Joe Reaves,77923,Reaves
3210,Zeljko,Zeljko Rebraca,1442,Rebraca
3211,Eldridge,Eldridge Recasner,695,Recasner
3212,Michael,Michael Redd,2072,Redd
3213,Frank,Frank Reddout,77925,Reddout
3214,JJ,JJ Redick,200755,Redick
3215,Marlon,Marlon Redmond,77926,Redmond
3216,Davon,Davon Reed,1628432,Reed
3217,Hub,Hub Reed,77927,Reed
3218,Justin,Justin Reed,2770,Reed
3219,Ron,Ron Reed,77928,Reed
3220,Willie,Willie Reed,203186,Reed
3221,Willis,Willis Reed,77929,Reed
3222,Bryant,Bryant Reeves,735,Reeves
3223,Khalid,Khalid Reeves,234,Reeves
3224,Richie,Richie Regan,77932,Regan
3225,Don,Don Rehfeldt,77933,Rehfeldt
3226,Billy,Billy Reid,77937,Reid
3227,Don,Don Reid,690,Reid
3228,J.R.,J.R. Reid,462,Reid
3229,Jim,Jim Reid,77935,Reid
3230,Robert,Robert Reid,77936,Reid
3231,Ryan,Ryan Reid,202385,Reid
3232,Jared,Jared Reiner,2876,Reiner
3233,Joseph,Joseph Reiser,77938,Reiser
3234,Richard,Richard Rellford,77939,Rellford
3235,Terrence,Terrence Rencher,720,Rencher
3236,John,John Rennicke,77941,Rennicke
3237,Rob,Rob Rensberger,77942,Rensberger
3238,Efthimios,Efthimios Rentzias,981,Rentzias
3239,Shawn,Shawn Respert,704,Respert
3240,Kevin,Kevin Restani,77944,Restani
3241,George,George Reynolds,77945,Reynolds
3242,Jerry,Jerry Reynolds,77946,Reynolds
3243,Gene,Gene Rhodes,77947,Rhodes
3244,Rodrick,Rodrick Rhodes,1518,Rhodes
3245,Glen,Glen Rice,779,Rice
3246,Glen,Glen Rice,203318,Rice
3247,Chris,Chris Richard,201181,Richard
3248,Clint,Clint Richardson,77950,Richardson
3249,Jason,Jason Richardson,2202,Richardson
3250,Jeremy,Jeremy Richardson,200978,Richardson
3251,Josh,Josh Richardson,1626196,Richardson
3252,Malachi,Malachi Richardson,1627781,Richardson
3253,Micheal Ray,Micheal Ray Richardson,77952,Richardson
3254,Norman,Norman Richardson,2369,Richardson
3255,Pooh,Pooh Richardson,71,Richardson
3256,Quentin,Quentin Richardson,2047,Richardson
3257,Mitch,Mitch Richmond,782,Richmond
3258,John,John Richter,77954,Richter
3259,Dick,Dick Ricketts,77955,Ricketts
3260,Isaiah,Isaiah Rider,375,Rider
3261,Jackie,Jackie Ridgle,77957,Ridgle
3262,Luke,Luke Ridnour,2557,Ridnour
3263,Mel,Mel Riebe,77958,Riebe
3264,Jim,Jim Riffey,77959,Riffey
3265,Antoine,Antoine Rigaudeau,2541,Rigaudeau
3266,Tom,Tom Riker,77960,Riker
3267,Bob,Bob Riley,77963,Riley
3268,Eric,Eric Riley,35,Riley
3269,Pat,Pat Riley,77962,Riley
3270,Ron,Ron Riley,77964,Riley
3271,Rich,Rich Rinaldi,77965,Rinaldi
3272,Mike,Mike Riordan,77966,Riordan
3273,Arnie,Arnie Risen,77967,Risen
3274,Goebel,Goebel Ritter,77968,Ritter
3275,Ramon,Ramon Rivas,77969,Rivas
3276,Austin,Austin Rivers,203085,Rivers
3277,David,David Rivers,77970,Rivers
3278,Doc,Doc Rivers,470,Rivers
3279,Lee,Lee Robbins,77972,Robbins
3280,Andre,Andre Roberson,203460,Roberson
3281,Anthony,Anthony Roberson,101194,Roberson
3282,Rick,Rick Roberson,77973,Roberson
3283,Terrance,Terrance Roberson,2121,Roberson
3284,Anthony,Anthony Roberts,77975,Roberts
3285,Bill,Bill Roberts,77979,Roberts
3286,Brian,Brian Roberts,203148,Roberts
3287,Fred,Fred Roberts,122,Roberts
3288,Joe,Joe Roberts,77977,Roberts
3289,Lawrence,Lawrence Roberts,101160,Roberts
3290,Marv,Marv Roberts,77978,Roberts
3291,Stanley,Stanley Roberts,914,Roberts
3292,Alvin,Alvin Robertson,926,Robertson
3293,Oscar,Oscar Robertson,600015,Robertson
3294,Ryan,Ryan Robertson,1926,Robertson
3295,Tony,Tony Robertson,77983,Robertson
3296,Rick,Rick Robey,77984,Robey
3297,Bernard,Bernard Robinson,2774,Robinson
3298,Chris,Chris Robinson,997,Robinson
3299,Cliff T.,Cliff T. Robinson,77986,Robinson
3300,Clifford,Clifford Robinson,361,Robinson
3301,David,David Robinson,764,Robinson
3302,Devin,Devin Robinson,1628421,Robinson
3303,Duncan,Duncan Robinson,1629130,Robinson
3304,Eddie,Eddie Robinson,1944,Robinson
3305,Flynn,Flynn Robinson,77988,Robinson
3306,Glenn,Glenn Robinson,299,Robinson
3307,Jackie,Jackie Robinson,77989,Robinson
3308,Jamal,Jamal Robinson,1554,Robinson
3309,James,James Robinson,381,Robinson
3310,Jerome,Jerome Robinson,1629010,Robinson
3311,Larry,Larry Robinson,1683,Robinson
3312,Mitchell,Mitchell Robinson,1629011,Robinson
3313,Nate,Nate Robinson,101126,Robinson
3314,Oliver,Oliver Robinson,77994,Robinson
3315,Rumeal,Rumeal Robinson,716,Robinson
3316,Thomas,Thomas Robinson,203080,Robinson
3317,Truck,Truck Robinson,77993,Robinson
3318,Wayne,Wayne Robinson,77996,Robinson
3319,Glenn,Glenn Robinson III,203922,Robinson III
3320,Bill,Bill Robinzine,77997,Robinzine
3321,Dave,Dave Robisch,77998,Robisch
3322,Red,Red Rocha,77999,Rocha
3323,John,John Roche,78000,Roche
3324,Gene,Gene Rock,78001,Rock
3325,Jack,Jack Rocker,78002,Rocker
3326,Guy,Guy Rodgers,78003,Rodgers
3327,Dennis,Dennis Rodman,23,Rodman
3328,Sergio,Sergio Rodriguez,200771,Rodriguez
3329,Lou,Lou Roe,691,Roe
3330,Carlos,Carlos Rogers,435,Rogers
3331,Johnny,Johnny Rogers,78007,Rogers
3332,Marshall,Marshall Rogers,78008,Rogers
3333,Rodney,Rodney Rogers,915,Rogers
3334,Roy,Roy Rogers,964,Rogers
3335,Al,Al Roges,78010,Roges
3336,Ken,Ken Rohloff,78011,Rohloff
3337,Magnum,Magnum Rolle,202375,Rolle
3338,Kenny,Kenny Rollins,78012,Rollins
3339,Phil,Phil Rollins,78013,Rollins
3340,Tree,Tree Rollins,78014,Rollins
3341,Lorenzo,Lorenzo Romar,78015,Romar
3342,Rajon,Rajon Rondo,200765,Rondo
3343,Sean,Sean Rooks,399,Rooks
3344,Derrick,Derrick Rose,201565,Rose
3345,Jalen,Jalen Rose,147,Rose
3346,Malik,Malik Rose,990,Rose
3347,Robert,Robert Rose,78016,Rose
3348,Alexander,Alexander Rosenberg,78017,Rosenberg
3349,Lennie,Lennie Rosenbluth,78018,Rosenbluth
3350,Hank,Hank Rosenstein,78019,Rosenstein
3351,Dick,Dick Rosenthal,78020,Rosenthal
3352,Quinton,Quinton Ross,2624,Ross
3353,Terrence,Terrence Ross,203082,Ross
3354,Doug,Doug Roth,78021,Roth
3355,Scott,Scott Roth,78022,Roth
3356,Irv,Irv Rothenberg,78023,Rothenberg
3357,Mickey,Mickey Rottner,78024,Rottner
3358,Dan,Dan Roundfield,78025,Roundfield
3359,Giff,Giff Roux,78026,Roux
3360,Ron,Ron Rowan,78027,Rowan
3361,Curtis,Curtis Rowe,78028,Rowe
3362,Jim,Jim Rowinski,78029,Rowinski
3363,Derrick,Derrick Rowland,78030,Rowland
3364,Brian,Brian Rowsom,78031,Rowsom
3365,Brandon,Brandon Roy,200750,Roy
3366,Donald,Donald Royal,140,Royal
3367,Bob,Bob Royer,78033,Royer
3368,Clifford,Clifford Rozier,32,Rozier
3369,Terry,Terry Rozier,1626179,Rozier
3370,Ricky,Ricky Rubio,201937,Rubio
3371,Guy,Guy Rucker,2462,Rucker
3372,Delaney,Delaney Rudd,78035,Rudd
3373,John,John Rudd,78036,Rudd
3374,Damjan,Damjan Rudez,204014,Rudez
3375,John,John Rudometkin,78037,Rudometkin
3376,Michael,Michael Ruffin,1913,Ruffin
3377,Trevor,Trevor Ruffin,460,Ruffin
3378,Paul,Paul Ruffner,78039,Ruffner
3379,Joe,Joe Ruklick,78040,Ruklick
3380,Jeff,Jeff Ruland,78041,Ruland
3381,Bob,Bob Rule,78042,Rule
3382,Jerry,Jerry Rullo,78043,Rullo
3383,Stefano,Stefano Rusconi,474,Rusconi
3384,Brandon,Brandon Rush,201575,Rush
3385,Kareem,Kareem Rush,2416,Rush
3386,Bill,Bill Russell,78049,Russell
3387,Bryon,Bryon Russell,935,Russell
3388,Campy,Campy Russell,78047,Russell
3389,Cazzie,Cazzie Russell,78045,Russell
3390,D'Angelo,D'Angelo Russell,1626156,Russell
3391,Frank,Frank Russell,78046,Russell
3392,Walker,Walker Russell,78048,Russell
3393,Walker,Walker Russell,201041,Russell
3394,Arvydas,Arvydas Sabonis,717,Sabonis
3395,Domantas,Domantas Sabonis,1627734,Sabonis
3396,Robert,Robert Sacre,203135,Sacre
3397,Ed,Ed Sadowski,78050,Sadowski
3398,Kenny,Kenny Sailors,78051,Sailors
3399,John,John Salley,927,Salley
3400,John,John Salmons,2422,Salmons
3401,Kevin,Kevin Salvadori,1089,Salvadori
3402,Soumaila,Soumaila Samake,2066,Samake
3403,Cheikh,Cheikh Samb,200798,Samb
3404,JaKarr,JaKarr Sampson,203960,Sampson
3405,Jamal,Jamal Sampson,2441,Sampson
3406,Ralph,Ralph Sampson,78055,Sampson
3407,Samardo,Samardo Samuels,202396,Samuels
3408,Pepe,Pepe Sanchez,2143,Sanchez
3409,Frankie,Frankie Sanders,78057,Sanders
3410,Jeff,Jeff Sanders,1874,Sanders
3411,Larry,Larry Sanders,202336,Sanders
3412,Melvin,Melvin Sanders,2684,Sanders
3413,Mike,Mike Sanders,78059,Sanders
3414,Thomas,Thomas Sanders,78060,Sanders
3415,Issuf,Issuf Sanon,1629068,Sanon
3416,Daniel,Daniel Santiago,2091,Santiago
3417,Bob,Bob Santini,78061,Santini
3418,Wayne,Wayne Sappleton,78062,Sappleton
3419,Dario,Dario Saric,203967,Saric
3420,Jason,Jason Sasser,987,Sasser
3421,Jeryl,Jeryl Sasser,2219,Sasser
3422,Tomas,Tomas Satoransky,203107,Satoransky
3423,Kenny,Kenny Satterfield,2261,Satterfield
3424,Frank,Frank Saul,78063,Saul
3425,Woody,Woody Sauldsberry,78064,Sauldsberry
3426,Fred,Fred Saunders,78065,Saunders
3427,Don,Don Savage,78066,Savage
3428,Predrag,Predrag Savovic,2453,Savovic
3429,Alan,Alan Sawyer,78067,Sawyer
3430,Brian,Brian Scalabrine,2243,Scalabrine
3431,Alex,Alex Scales,2637,Scales
3432,Dewayne,Dewayne Scales,78068,Scales
3433,Frank,Frank Schade,78069,Schade
3434,Ben,Ben Schadler,78070,Schadler
3435,Herm,Herm Schaefer,78071,Schaefer
3436,Bob,Bob Schafer,78072,Schafer
3437,Ben,Ben Scharnus,78073,Scharnus
3438,Marv,Marv Schatzman,78074,Schatzman
3439,Fred,Fred Schaus,78075,Schaus
3440,Dan,Dan Schayes,7,Schayes
3441,Dolph,Dolph Schayes,78076,Schayes
3442,Ossie,Ossie Schectman,78078,Schectman
3443,Steve,Steve Scheffler,88,Scheffler
3444,Tom,Tom Scheffler,78080,Scheffler
3445,Dave,Dave Schellhase,78081,Schellhase
3446,Luke,Luke Schenscher,101195,Schenscher
3447,Herb,Herb Scherer,78082,Scherer
3448,Dwayne,Dwayne Schintzius,368,Schintzius
3449,Dale,Dale Schlueter,78084,Schlueter
3450,Otto,Otto Schnellbacher,78085,Schnellbacher
3451,Dick,Dick Schnittker,78086,Schnittker
3452,Russ,Russ Schoene,78087,Schoene
3453,Dave,Dave Scholz,78088,Scholz
3454,Milt,Milt Schoon,78089,Schoon
3455,Detlef,Detlef Schrempf,96,Schrempf
3456,Dennis,Dennis Schroder,203471,Schroder
3457,Howie,Howie Schultz,78091,Schultz
3458,Dick,Dick Schulz,78092,Schulz
3459,John,John Schweitz,78093,Schweitz
3460,Luis,Luis Scola,2449,Scola
3461,Freddie,Freddie Scolari,78094,Scolari
3462,Alvin,Alvin Scott,78095,Scott
3463,Brent,Brent Scott,1064,Scott
3464,Byron,Byron Scott,2,Scott
3465,Charlie,Charlie Scott,78097,Scott
3466,Dennis,Dennis Scott,192,Scott
3467,James,James Scott,1109,Scott
3468,Mike,Mike Scott,203118,Scott
3469,Ray,Ray Scott,78100,Scott
3470,Shawnelle,Shawnelle Scott,1035,Scott
3471,Carey,Carey Scurry,78102,Scurry
3472,Bruce,Bruce Seals,78103,Seals
3473,Shea,Shea Seals,1578,Seals
3474,Malik,Malik Sealy,907,Sealy
3475,Ed,Ed Searcy,78105,Searcy
3476,Ken,Ken Sears,78106,Sears
3477,Wayne,Wayne See,78107,See
3478,Thabo,Thabo Sefolosha,200757,Sefolosha
3479,Rony,Rony Seikaly,938,Seikaly
3480,Glen,Glen Selbo,78109,Selbo
3481,Josh,Josh Selby,202729,Selby
3482,Wayne,Wayne Selden,1627782,Selden
3483,Brad,Brad Sellers,78110,Sellers
3484,Phil,Phil Sellers,78111,Sellers
3485,Rollie,Rollie Seltz,78112,Seltz
3486,Frank,Frank Selvy,78113,Selvy
3487,Jim,Jim Seminoff,78114,Seminoff
3488,Mouhamed,Mouhamed Sene,200754,Sene
3489,George,George Senesky,78115,Senesky
3490,Kevin,Kevin Seraphin,202338,Seraphin
3491,Ansu,Ansu Sesay,1738,Sesay
3492,Ramon,Ramon Sessions,201196,Sessions
3493,Tom,Tom Sewell,78116,Sewell
3494,Collin,Collin Sexton,1629012,Sexton
3495,Paul,Paul Seymour,78117,Seymour
3496,Nick,Nick Shaback,78118,Shaback
3497,Charles,Charles Shackleford,1593,Shackleford
3498,Carl,Carl Shaeffer,78120,Shaeffer
3499,Lee,Lee Shaffer,78121,Shaffer
3500,Mustafa,Mustafa Shakur,201203,Shakur
3501,Landry,Landry Shamet,1629013,Shamet
3502,God,God Shammgod,1539,Shammgod
3503,Earl,Earl Shannon,78123,Shannon
3504,Howie,Howie Shannon,78124,Shannon
3505,Charlie,Charlie Share,78125,Share
3506,Bill,Bill Sharman,78126,Sharman
3507,Walter,Walter Sharpe,201594,Sharpe
3508,John,John Shasky,1117,Shasky
3509,Ron,Ron Shavlik,78128,Shavlik
3510,Brian,Brian Shaw,216,Shaw
3511,Casey,Casey Shaw,1745,Shaw
3512,Bob,Bob Shea,78130,Shea
3513,Fred,Fred Sheffield,78131,Sheffield
3514,Craig,Craig Shelton,78132,Shelton
3515,Lonnie,Lonnie Shelton,78133,Shelton
3516,Tornike,Tornike Shengelia,203129,Shengelia
3517,Jeff,Jeff Sheppard,1852,Sheppard
3518,Steve,Steve Sheppard,78135,Sheppard
3519,Edmund,Edmund Sherod,78136,Sherod
3520,Charlie,Charlie Shipp,78653,Shipp
3521,Paul,Paul Shirley,2321,Shirley
3522,Gene,Gene Short,78138,Short
3523,Purvis,Purvis Short,78139,Short
3524,Dexter,Dexter Shouse,78140,Shouse
3525,Dick,Dick Shrider,78141,Shrider
3526,Gene,Gene Shue,78142,Shue
3527,John,John Shumate,78143,Shumate
3528,Iman,Iman Shumpert,202697,Shumpert
3529,Alexey,Alexey Shved,203144,Shved
3530,Pascal,Pascal Siakam,1627783,Siakam
3531,Sam,Sam Sibert,78144,Sibert
3532,Mark,Mark Sibley,78145,Sibley
3533,Jerry,Jerry Sichting,78146,Sichting
3534,Larry,Larry Siegfried,78147,Siegfried
3535,Ralph,Ralph Siewert,78148,Siewert
3536,Jack,Jack Sikma,78149,Sikma
3537,James,James Silas,78150,Silas
3538,Paul,Paul Silas,78151,Silas
3539,Xavier,Xavier Silas,202918,Silas
3540,Garret,Garret Siler,202081,Siler
3541,Mike,Mike Silliman,78152,Silliman
3542,Wayne,Wayne Simien,101134,Simien
3543,Ben,Ben Simmons,1627732,Simmons
3544,Bobby,Bobby Simmons,2250,Simmons
3545,Cedric,Cedric Simmons,200759,Simmons
3546,Connie,Connie Simmons,78153,Simmons
3547,Johnny,Johnny Simmons,78154,Simmons
3548,Jonathon,Jonathon Simmons,203613,Simmons
3549,Kobi,Kobi Simmons,1628424,Simmons
3550,Lionel,Lionel Simmons,1489,Simmons
3551,Miles,Miles Simon,1750,Simon
3552,Anfernee,Anfernee Simons,1629014,Simons
3553,Dickey,Dickey Simpkins,54,Simpkins
3554,Diamon,Diamon Simpson,202067,Simpson
3555,Ralph,Ralph Simpson,78157,Simpson
3556,Alvin,Alvin Sims,1591,Sims
3557,Bob,Bob Sims,78160,Sims
3558,Courtney,Courtney Sims,201235,Sims
3559,Doug,Doug Sims,78159,Sims
3560,Henry,Henry Sims,203156,Sims
3561,Scott,Scott Sims,78161,Sims
3562,Kyle,Kyle Singler,202713,Singler
3563,Sean,Sean Singletary,201606,Singletary
3564,Chris,Chris Singleton,202698,Singleton
3565,James,James Singleton,101189,Singleton
3566,Mckinley,Mckinley Singleton,78162,Singleton
3567,Zeke,Zeke Sinicola,78163,Sinicola
3568,Charlie,Charlie Sitton,78164,Sitton
3569,Peyton,Peyton Siva,203491,Siva
3570,Scott,Scott Skiles,101,Skiles
3571,Al,Al Skinner,78167,Skinner
3572,Brian,Brian Skinner,1730,Skinner
3573,Talvin,Talvin Skinner,78168,Skinner
3574,Whitey,Whitey Skoog,78169,Skoog
3575,Jeff,Jeff Slade,78170,Slade
3576,Reggie,Reggie Slater,1073,Slater
3577,Jim,Jim Slaughter,78171,Slaughter
3578,Jose,Jose Slaughter,78172,Slaughter
3579,Tamar,Tamar Slay,2447,Slay
3580,Donald,Donald Sloan,202388,Sloan
3581,Jerry,Jerry Sloan,78173,Sloan
3582,Uros,Uros Slokar,101166,Slokar
3583,Tom,Tom Sluby,78174,Sluby
3584,Keith,Keith Smart,78175,Smart
3585,Marcus,Marcus Smart,203935,Smart
3586,Belus,Belus Smawley,78176,Smawley
3587,Jack,Jack Smiley,78177,Smiley
3588,Adrian,Adrian Smith,78178,Smith
3589,Bill,Bill Smith,78207,Smith
3590,Bill,Bill Smith,78209,Smith
